frame,phase,cx_px,cy_px,radius_px,spread_width_px,detection_method,confidence,D_mm,beta,velocity_mm_s,time_ms,dist_travelled_px,px_per_mm,state_change
383,falling,120.8,120.4,104.5,,hough,1.0,3.1665,1.7416,,0.0,,66.0,True
384,falling,385.0,339.0,60.0,,template,0.391,1.8182,1.0,15570.04,0.3337,342.91,66.0,False
385,falling,384.0,338.0,60.0,,template,0.4083,1.8182,1.0,64.21,0.6674,1.414,66.0,False
386,falling,104.9,188.2,107.0,,hough,1.0,3.242,1.7831,14382.66,1.0011,316.76,66.0,False
387,falling,124.4,338.9,104.5,,hough,1.0,3.1661,1.7413,6899.66,1.3348,151.956,66.0,False
388,falling,384.0,338.0,60.0,,template,0.3941,1.8182,1.0,11787.35,1.6685,259.602,66.0,False
389,falling,385.0,338.0,60.0,,template,0.4073,1.8182,1.0,45.41,2.0022,1.0,66.0,False
390,falling,386.0,338.0,60.0,,template,0.4041,1.8182,1.0,45.41,2.3359,1.0,66.0,False
391,falling,386.0,333.0,60.0,,template,0.3823,1.8182,1.0,227.03,2.6695,5.0,66.0,False
392,falling,385.0,341.0,60.0,,template,0.4003,1.8182,1.0,366.07,3.0032,8.062,66.0,False
393,falling,118.0,281.0,105.1,,hough,1.0,3.1857,1.7522,12425.62,3.3369,273.659,66.0,False
394,falling,130.1,116.6,101.5,,hough,1.0,3.0743,1.6908,7484.86,3.6706,164.845,66.0,False
395,falling,386.0,332.0,60.0,,template,0.4081,1.8182,1.0,15187.6,4.0043,334.488,66.0,False
396,falling,107.8,212.0,106.4,,hough,1.0,3.2257,1.7741,13756.85,4.338,302.977,66.0,False
397,falling,122.1,295.6,104.4,,hough,1.0,3.1624,1.7393,3851.04,4.6717,84.814,66.0,False
398,falling,110.7,273.8,106.2,,hough,1.0,3.2174,1.7696,1117.01,5.0054,24.601,66.0,False
399,falling,382.0,337.0,60.0,,template,0.4002,1.8182,1.0,12648.35,5.3391,278.564,66.0,False
400,falling,384.0,332.0,60.0,,template,0.3725,1.8182,1.0,244.52,5.6728,5.385,66.0,False
401,falling,107.2,192.2,106.3,,hough,1.0,3.2214,1.7718,14080.28,6.0065,310.1,66.0,False
402,falling,111.0,314.9,106.2,,hough,1.0,3.218,1.7699,5573.93,6.3402,122.759,66.0,False
403,falling,382.0,333.0,60.0,,template,0.4048,1.8182,1.0,12332.32,6.6739,271.604,66.0,False
404,falling,40.1,307.0,84.1,,hough,1.0,2.5471,1.4009,15568.98,7.0076,342.887,66.0,False
405,falling,386.0,336.0,60.0,,template,0.3869,1.8182,1.0,15760.88,7.3412,347.114,66.0,False
406,falling,385.0,340.0,60.0,,template,0.3958,1.8182,1.0,187.21,7.6749,4.123,66.0,False
407,falling,386.0,334.0,60.0,,template,0.3817,1.8182,1.0,276.19,8.0086,6.083,66.0,False
408,falling,116.5,336.8,106.0,,hough,1.0,3.2126,1.7669,12237.46,8.3423,269.515,66.0,False
409,falling,384.0,334.0,60.0,,template,0.4026,1.8182,1.0,12146.65,8.676,267.515,66.0,False
410,falling,133.9,326.2,101.6,,hough,1.0,3.0792,1.6935,11361.45,9.0097,250.222,66.0,False
411,falling,637.0,134.0,60.0,,template,0.7668,1.8182,1.0,24453.77,9.3434,538.563,66.0,False
412,falling,108.7,300.2,106.9,,hough,1.0,3.2399,1.7819,25146.78,9.6771,553.826,66.0,False
413,falling,111.4,164.4,106.5,,hough,1.0,3.2281,1.7755,6167.29,10.0108,135.827,66.0,False
414,falling,106.9,294.6,107.0,,hough,1.0,3.2427,1.7835,5915.33,10.3445,130.278,66.0,False
415,falling,109.4,318.4,107.2,,hough,1.0,3.25,1.7875,1086.6,10.6782,23.931,66.0,False
416,falling,106.5,181.7,106.8,,hough,1.0,3.2353,1.7794,6208.34,11.0119,136.731,66.0,False
417,falling,116.2,135.6,106.0,,hough,1.0,3.2117,1.7664,2139.03,11.3456,47.109,66.0,False
418,falling,111.8,187.6,105.7,,hough,1.0,3.2026,1.7614,2369.53,11.6793,52.186,66.0,False
419,falling,117.8,121.4,105.7,,hough,1.0,3.2043,1.7624,3018.17,12.0129,66.471,66.0,False
420,falling,116.9,260.6,105.5,,hough,1.0,3.1958,1.7577,6320.59,12.3466,139.203,66.0,False
421,falling,637.0,378.0,60.0,,template,0.7829,1.8182,1.0,24209.58,12.6803,533.185,66.0,False
422,spreading,,,,94,contact_width,1.0,,0.7833,,13.014,,66.0,True
